iter	Passed	Remaining
443	4434	559
444	4444	549
445	4454	539
446	4465	529
447	4475	519
448	4485	509
449	4494	499
450	4504	489
451	4515	479
452	4527	469
453	4538	459
454	4548	449
455	4560	440
456	4570	430
457	4581	420
458	4594	410
459	4604	400
460	4615	390
461	4627	380
462	4638	370
463	4648	360
464	4661	350
465	4672	340
466	4682	330
467	4694	320
468	4705	310
469	4716	301
470	4727	291
471	4738	281
472	4748	271
473	4760	261
474	4771	251
475	4782	241
476	4794	231
477	4804	221
478	4817	211
479	4828	201
480	4839	191
481	4851	181
482	4863	171
483	4875	161
484	4885	151
485	4895	141
486	4905	130
487	4915	120
488	4924	110
489	4933	100
490	4943	90
491	4952	80
492	4962	70
493	4971	60
494	4981	50
495	4990	40
496	5000	30
497	5010	20
498	5019	10
499	5029	0
