iter	Passed	Remaining
301	3042	1994
302	3051	1984
303	3061	1973
304	3072	1964
305	3081	1953
306	3090	1942
307	3099	1932
308	3109	1921
309	3118	1911
310	3128	1901
311	3137	1890
312	3147	1880
313	3156	1869
314	3165	1859
315	3175	1849
316	3185	1838
317	3196	1829
318	3206	1819
319	3216	1809
320	3226	1799
321	3237	1789
322	3247	1779
323	3257	1769
324	3267	1759
325	3277	1749
326	3287	1739
327	3298	1729
328	3308	1719
329	3318	1709
330	3327	1698
331	3336	1688
332	3346	1678
333	3356	1668
334	3365	1657
335	3375	1647
336	3384	1637
337	3394	1626
338	3403	1616
339	3413	1606
340	3422	1595
341	3432	1585
342	3441	1575
343	3451	1565
344	3460	1554
345	3470	1544
346	3479	1534
347	3488	1523
348	3498	1513
349	3508	1503
350	3517	1493
351	3527	1483
352	3536	1472
353	3546	1462
354	3556	1452
355	3565	1442
356	3575	1432
357	3584	1421
358	3594	1411
359	3603	1401
360	3613	1391
361	3622	1380
362	3632	1370
363	3641	1360
364	3651	1350
365	3661	1340
366	3670	1330
367	3679	1319
368	3689	1309
369	3699	1299
370	3709	1289
371	3718	1279
372	3727	1269
373	3737	1259
374	3746	1248
375	3756	1238
376	3765	1228
377	3775	1218
378	3785	1208
379	3795	1198
380	3804	1188
381	3814	1178
382	3824	1168
383	3834	1158
384	3843	1148
385	3852	1137
386	3862	1127
387	3871	1117
388	3881	1107
389	3890	1097
390	3899	1087
391	3909	1077
392	3918	1066
393	3928	1056
394	3937	1046
395	3947	1036
396	3956	1026
397	3966	1016
398	3976	1006
399	3987	996
400	3997	986
401	4007	976
402	4017	966
403	4027	956
404	4037	947
405	4047	937
406	4058	927
407	4068	917
408	4078	907
409	4089	897
410	4099	887
411	4110	877
412	4121	868
413	4131	858
414	4142	848
415	4152	838
416	4162	828
417	4172	818
418	4182	808
419	4192	798
420	4202	788
421	4213	778
422	4222	768
423	4232	758
424	4243	748
425	4253	738
426	4264	729
427	4275	719
428	4285	709
429	4295	699
430	4305	689
431	4314	679
432	4324	669
433	4334	659
434	4344	649
435	4354	639
436	4364	629
437	4376	619
438	4386	609
439	4397	599
440	4408	589
441	4418	579
442	4429	569
443	4438	559
444	4448	549
445	4459	539
446	4469	529
447	4479	519
448	4490	510
449	4500	500
450	4510	490
451	4521	480
452	4532	470
453	4542	460
454	4552	450
455	4563	440
456	4572	430
457	4582	420
458	4591	410
459	4603	400
460	4615	390
461	4625	380
462	4636	370
463	4648	360
464	4658	350
465	4669	340
466	4679	330
467	4689	320
468	4700	310
469	4710	300
470	4720	290
471	4731	280
472	4742	270
473	4753	260
474	4765	250
475	4777	240
476	4789	230
477	4801	220
478	4811	210
479	4820	200
480	4830	190
481	4840	180
482	4849	170
483	4859	160
484	4870	150
485	4880	140
486	4890	130
487	4901	120
488	4911	110
489	4921	100
490	4932	90
491	4943	80
492	4952	70
493	4963	60
494	4973	50
495	4984	40
496	4993	30
497	5004	20
498	5014	10
499	5024	0
