iter	Passed	Remaining
162	1643	3396
163	1653	3387
164	1664	3379
165	1674	3368
166	1684	3358
167	1694	3348
168	1704	3338
169	1714	3327
170	1725	3318
171	1735	3309
172	1745	3299
173	1755	3288
174	1765	3278
175	1776	3271
176	1787	3261
177	1797	3250
178	1807	3242
179	1817	3231
180	1827	3221
181	1837	3210
182	1847	3200
183	1857	3190
184	1868	3181
185	1878	3171
186	1888	3161
187	1898	3151
188	1909	3142
189	1919	3132
190	1930	3122
191	1939	3111
192	1949	3101
193	1959	3089
194	1969	3079
195	1979	3069
196	1989	3060
197	1999	3049
198	2009	3039
199	2019	3029
200	2029	3019
201	2039	3008
202	2049	2999
203	2060	2989
204	2071	2980
205	2081	2970
206	2092	2962
207	2103	2952
208	2115	2944
209	2125	2934
210	2134	2923
211	2144	2912
212	2154	2902
213	2163	2891
214	2173	2881
215	2183	2870
216	2192	2859
217	2203	2850
218	2213	2840
219	2222	2829
220	2232	2818
221	2241	2807
222	2251	2796
223	2260	2785
224	2270	2774
225	2279	2763
226	2289	2752
227	2298	2742
228	2308	2731
229	2317	2720
230	2327	2709
231	2336	2699
232	2346	2689
233	2355	2678
234	2365	2667
235	2374	2656
236	2384	2645
237	2393	2634
238	2402	2623
239	2412	2613
240	2421	2602
241	2431	2592
242	2440	2581
243	2450	2570
244	2459	2560
245	2469	2549
246	2478	2539
247	2488	2528
248	2497	2517
249	2508	2508
250	2517	2497
251	2526	2486
252	2536	2476
253	2545	2465
254	2555	2455
255	2564	2444
256	2574	2433
257	2583	2423
258	2592	2412
259	2602	2401
260	2612	2392
261	2622	2382
262	2632	2372
263	2644	2363
264	2654	2354
265	2666	2345
266	2677	2336
267	2688	2327
268	2699	2317
269	2711	2310
270	2722	2300
271	2732	2290
272	2743	2281
273	2754	2271
274	2764	2262
275	2775	2252
276	2786	2243
277	2797	2233
278	2808	2224
279	2818	2214
280	2829	2205
281	2840	2195
282	2851	2186
283	2862	2177
284	2873	2167
285	2884	2158
286	2894	2148
287	2905	2138
288	2916	2129
289	2927	2119
290	2941	2112
291	2951	2102
292	2962	2093
293	2972	2083
294	2983	2073
295	2992	2062
296	3002	2051
297	3011	2041
298	3020	2030
299	3030	2020
300	3040	2009
301	3049	1999
302	3058	1988
303	3067	1977
304	3077	1967
305	3086	1956
306	3096	1946
307	3106	1936
308	3115	1925
309	3125	1915
310	3134	1905
311	3144	1894
312	3153	1884
313	3163	1874
314	3173	1863
315	3183	1853
316	3193	1843
317	3202	1832
318	3211	1822
319	3221	1812
320	3230	1801
321	3239	1791
322	3249	1780
323	3258	1770
324	3267	1759
325	3277	1749
326	3286	1738
327	3296	1728
328	3305	1718
329	3314	1707
330	3324	1697
331	3334	1687
332	3343	1676
333	3352	1666
334	3362	1656
335	3371	1645
336	3381	1635
337	3390	1625
338	3400	1614
339	3409	1604
340	3419	1594
341	3428	1584
342	3438	1573
343	3447	1563
344	3457	1553
345	3466	1543
346	3476	1532
347	3485	1522
348	3495	1512
349	3504	1502
350	3514	1491
351	3523	1481
352	3532	1471
353	3542	1461
354	3551	1450
355	3561	1440
356	3570	1430
357	3580	1420
358	3589	1409
359	3599	1399
360	3608	1389
361	3618	1379
362	3627	1369
363	3636	1358
364	3646	1348
365	3656	1338
366	3665	1328
367	3675	1318
368	3684	1308
369	3694	1298
370	3704	1287
371	3713	1277
372	3723	1267
373	3732	1257
374	3742	1247
375	3752	1237
376	3761	1227
377	3771	1217
378	3780	1206
379	3789	1196
380	3799	1186
381	3808	1176
382	3817	1166
383	3827	1156
384	3836	1146
385	3846	1135
386	3855	1125
387	3865	1115
388	3875	1105
389	3884	1095
390	3894	1085
391	3903	1075
392	3913	1065
393	3922	1055
394	3931	1045
395	3941	1035
396	3950	1025
397	3961	1015
398	3972	1005
399	3982	995
400	3993	985
401	4003	975
402	4013	966
403	4024	956
404	4034	946
405	4044	936
406	4055	926
407	4066	916
408	4076	907
409	4087	897
410	4098	887
411	4108	877
412	4119	867
413	4129	857
414	4140	848
415	4151	838
416	4162	828
417	4172	818
418	4183	808
419	4193	798
420	4203	788
421	4214	779
422	4224	769
423	4235	759
424	4244	749
425	4254	739
426	4264	729
427	4274	719
428	4284	709
429	4293	698
430	4303	688
431	4313	679
432	4323	669
433	4333	659
434	4343	648
435	4352	638
436	4362	628
437	4373	619
438	4383	609
439	4393	599
440	4403	589
441	4413	579
442	4423	569
443	4433	559
444	4443	549
445	4453	539
446	4463	529
447	4473	519
448	4483	509
449	4494	499
450	4504	489
451	4515	479
452	4526	469
453	4537	459
454	4549	449
455	4559	439
456	4570	430
457	4579	419
458	4589	409
459	4600	400
460	4612	390
461	4623	380
462	4634	370
463	4648	360
464	4660	350
465	4670	340
466	4683	330
467	4693	320
468	4704	310
469	4714	300
470	4725	290
471	4735	280
472	4747	270
473	4757	260
474	4768	250
475	4778	240
476	4788	230
477	4800	220
478	4811	210
479	4822	200
480	4833	190
481	4844	180
482	4855	170
483	4866	160
484	4876	150
485	4885	140
486	4895	130
487	4904	120
488	4914	110
489	4923	100
490	4932	90
491	4942	80
492	4951	70
493	4961	60
494	4970	50
495	4980	40
496	4989	30
497	4998	20
498	5007	10
499	5017	0
